student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S03591,M.Pharm,Pharmacy,7.62,"Quality Assurance, Clinical Trials, Pharmacology, Research, Drug Formulation",App Development,"Pharma R&D Project, Drug Toxicity Analysis","Advanced Pharmacology, Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S03592,M.Tech,Pharmacy,9.77,"Python, Deep Learning, TensorFlow, Research","Networking, Civil Planning","Smart Grid Simulation, Deep Learning Research","IBM AI Engineering, TensorFlow Developer",AI Engineer
S03593,M.Tech,IT,6.11,"Data Analysis, Big Data, Research",Civil Planning,"Smart Grid Simulation, AI-based Energy Optimization","Big Data Hadoop, TensorFlow Developer",Data Analyst
S03594,M.Pharm,Pharmacy,7.04,"Pharmacology, Research, Clinical Trials, Drug Formulation, Quality Assurance",Networking,"Pharma R&D Project, Drug Toxicity Analysis","Advanced Pharmacology, Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S03595,B.Pharm,Pharmacy,7.11,"Pharmaceutical Chemistry, Quality Control, Drug Safety, Biostatistics","Cybersecurity, App Development","Tablet Dissolution Test, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S03596,M.Pharm,Pharmacy,8.93,"Drug Formulation, Research, Clinical Trials, Pharmacology","Data Science, Pharma Research","Drug Formulation Study, Pharma R&D Project, Drug Toxicity Analysis","Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S03597,MCA,ECE,6.56,"Web Development, Python, Node.js, React, Data Structures","Web Development, Networking","Web Application System, Inventory Management System, Online Exam Portal","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S03598,M.Pharm,Pharmacy,9.59,"Research, Quality Assurance, Clinical Trials, Drug Formulation","Civil Planning, IoT","Pharma R&D Project, Drug Formulation Study, Drug Toxicity Analysis","Clinical Data Management, Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S03599,B.Pharm,Pharmacy,9.11,"Lab Techniques, Quality Control, Biostatistics, Pharmaceutical Chemistry","Data Science, Web Development","Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S03600,M.Pharm,Pharmacy,6.23,"Quality Assurance, Drug Formulation, Pharmacology, Clinical Trials",Product Management,"Pharma R&D Project, Drug Toxicity Analysis, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification",Quality Assurance Engineer
S03601,B.Pharm,Pharmacy,7.25,"Lab Techniques, Biostatistics, Quality Control, Drug Safety",IoT,"Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification",AI Engineer
S03602,B.Arch,Architecture,6.18,"Architectural Design, 3D Modeling, Revit, AutoCAD, Urban Planning",Robotics,"Bridge Design Simulation, 3D City Design, Urban Housing Layout","Revit Professional, 3DS Max Design, Urban Design Certification",Architect
S03603,M.Tech,IT,8.89,"Research, Data Analysis, TensorFlow, Deep Learning","Cybersecurity, Data Science","NLP Chatbot System, Smart Grid Simulation","TensorFlow Developer, Big Data Hadoop, Deep Learning Specialization",AI Engineer
S03604,MCA,IT,7.61,"Python, Data Structures, Web Development, Java","Pharma Research, Cybersecurity","Inventory Management System, Web Application System, Online Exam Portal","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Civil Engineer
S03605,B.Arch,Architecture,6.88,"3D Modeling, Urban Planning, Architectural Design",Business Analytics,"3D City Design, Green Building Model, Bridge Design Simulation","3DS Max Design, Autodesk AutoCAD Certification",Architect
S03606,B.Pharm,Pharmacy,9.53,"Quality Control, Pharmaceutical Chemistry, Biostatistics, Drug Safety",App Development,"Clinical Research Report, Pharma Drug Stability Study","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S03607,B.Arch,Architecture,9.37,"Architectural Design, SketchUp, AutoCAD",Networking,"Urban Housing Layout, Bridge Design Simulation, 3D City Design","Urban Design Certification, 3DS Max Design",Architect
S03608,MCA,AI,7.86,"Django, Web Development, Java",Civil Planning,"Online Exam Portal, React Dashboard, Inventory Management System","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Civil Engineer
S03609,MBA,DS,8.64,"SQL, Leadership, Business Analysis, Digital Marketing",Pharma Research,"Market Analysis Project, Startup Business Plan, HR Analytics","Project Management Professional, Google Business Analytics",Product Manager
S03610,M.Tech,DS,7.54,"TensorFlow, Data Analysis, Big Data, AI","IoT, App Development","NLP Chatbot System, AI-based Energy Optimization, Deep Learning Research","Big Data Hadoop, TensorFlow Developer",Business Analyst
S03611,M.Pharm,Pharmacy,7.77,"Pharmacology, Research, Quality Assurance, Drug Formulation",Business Analytics,"Pharma R&D Project, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S03612,M.Tech,AI,8.52,"Big Data, PyTorch, Python","Cybersecurity, Pharma Research","AI-based Energy Optimization, Smart Grid Simulation, NLP Chatbot System","Big Data Hadoop, Deep Learning Specialization, TensorFlow Developer",Data Analyst
S03613,B.Arch,Architecture,6.16,"Architectural Design, AutoCAD, SketchUp",Web Development,"3D City Design, Bridge Design Simulation","3DS Max Design, Revit Professional, Urban Design Certification",Architect
S03614,B.Pharm,Pharmacy,7.61,"Biostatistics, Lab Techniques, Drug Safety","IoT, Product Management","Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S03615,MCA,EEE,6.77,"Python, Data Structures, Node.js, Django, Java",Web Development,"Web Application System, Online Exam Portal, Inventory Management System","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S03616,B.Arch,Architecture,6.65,"Revit, Architectural Design, Urban Planning",Pharma Research,"Urban Housing Layout, Bridge Design Simulation, 3D City Design","Urban Design Certification, Autodesk AutoCAD Certification, 3DS Max Design",Architect
S03617,M.Tech,Architecture,7.04,"Data Analysis, AI, Deep Learning, PyTorch","Cybersecurity, Business Analytics","NLP Chatbot System, AI-based Energy Optimization, Smart Grid Simulation","Big Data Hadoop, Deep Learning Specialization, TensorFlow Developer",AI Engineer
S03618,B.Pharm,Pharmacy,6.45,"Pharmaceutical Chemistry, Drug Safety, Quality Control","Cybersecurity, IoT","Clinical Research Report, Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Drug Development Process",AI Engineer
S03619,B.Pharm,Pharmacy,8.73,"Quality Control, Drug Safety, Lab Techniques, Pharmaceutical Chemistry",App Development,"Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S03620,B.Arch,Architecture,9.79,"Urban Planning, 3D Modeling, SketchUp, Revit, AutoCAD",Business Analytics,"3D City Design, Green Building Model","Autodesk AutoCAD Certification, 3DS Max Design, Revit Professional",Architect
S03621,M.Tech,DS,9.07,"PyTorch, Research, Deep Learning, AI","Data Science, Cybersecurity","Smart Grid Simulation, Deep Learning Research, AI-based Energy Optimization","Deep Learning Specialization, Big Data Hadoop, IBM AI Engineering",Architect
S03622,B.Pharm,Pharmacy,9.41,"Quality Control, Biostatistics, Drug Safety, Lab Techniques",AI,"Clinical Research Report, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S03623,B.Arch,Architecture,6.92,"Architectural Design, Urban Planning, Revit","Cybersecurity, AI","Green Building Model, Bridge Design Simulation","Revit Professional, Autodesk AutoCAD Certification",Architect
S03624,MBA,IT,6.23,"Leadership, Excel, Project Management, SQL",App Development,"HR Analytics, Startup Business Plan, Market Analysis Project","Six Sigma, Google Business Analytics, Digital Marketing Certification",Product Manager
S03625,B.Tech,EEE,8.34,"JavaScript, Cloud Computing, Python","App Development, Pharma Research","IoT Home Automation, Loan Prediction Model, E-commerce Backend","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Cisco Networking Basics",Web Developer
S03626,M.Pharm,Pharmacy,8.25,"Pharmacology, Drug Formulation, Research, Clinical Trials, Quality Assurance",App Development,"Drug Toxicity Analysis, Pharma R&D Project","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S03627,M.Pharm,Pharmacy,8.7,"Quality Assurance, Research, Clinical Trials, Drug Formulation, Pharmacology",Robotics,"Pharma R&D Project, Drug Toxicity Analysis","Advanced Pharmacology, Clinical Data Management",Pharma Researcher
S03628,MBA,ECE,8.72,"Business Analysis, SQL, Digital Marketing, Project Management, Leadership",Urban Design,"HR Analytics, Market Analysis Project","Project Management Professional, Digital Marketing Certification",Product Manager
S03629,B.Arch,Architecture,7.55,"3D Modeling, SketchUp, Architectural Design, Revit","Data Science, Business Analytics","Urban Housing Layout, 3D City Design, Bridge Design Simulation","Urban Design Certification, Autodesk AutoCAD Certification",Architect
S03630,M.Tech,ME,6.88,"Big Data, PyTorch, Deep Learning","Cybersecurity, Business Analytics","AI-based Energy Optimization, Deep Learning Research, Smart Grid Simulation","IBM AI Engineering, Big Data Hadoop",AI Engineer
S03631,M.Tech,CSE,6.15,"AI, PyTorch, Research, Python","Web Development, Cybersecurity","Smart Grid Simulation, AI-based Energy Optimization","Big Data Hadoop, IBM AI Engineering, Deep Learning Specialization",Web Developer
S03632,M.Pharm,Pharmacy,6.71,"Pharmacology, Quality Assurance, Drug Formulation",Networking,"Pharma R&D Project, Clinical Data Analytics","Advanced Pharmacology, Quality Assurance Certification",Quality Assurance Engineer
S03633,M.Pharm,Pharmacy,6.88,"Pharmacology, Research, Clinical Trials, Drug Formulation",App Development,"Drug Toxicity Analysis, Pharma R&D Project, Drug Formulation Study","Advanced Pharmacology, Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S03634,MBA,EEE,9.01,"Excel, Business Analysis, Digital Marketing, SQL","Pharma Research, Product Management","HR Analytics, Startup Business Plan","Six Sigma, Google Business Analytics, Project Management Professional",Product Manager
S03635,M.Pharm,Pharmacy,6.15,"Clinical Trials, Quality Assurance, Pharmacology","Networking, Cybersecurity","Clinical Data Analytics, Drug Formulation Study, Pharma R&D Project","Advanced Pharmacology, Quality Assurance Certification",Quality Assurance Engineer
S03636,MBA,DS,9.27,"Digital Marketing, Business Analysis, Excel, Project Management",Business Analytics,"Startup Business Plan, Market Analysis Project, Finance Forecasting Model","Google Business Analytics, Digital Marketing Certification",Product Manager
S03637,MBA,AI,8.67,"Project Management, Excel, Business Analysis, SQL, Leadership",Web Development,"Market Analysis Project, Finance Forecasting Model","Digital Marketing Certification, Project Management Professional, Six Sigma",Product Manager
S03638,B.Arch,Architecture,7.76,"Revit, Urban Planning, Architectural Design, SketchUp",Product Management,"Bridge Design Simulation, 3D City Design, Green Building Model","Urban Design Certification, 3DS Max Design",Architect
S03639,M.Tech,DS,9.06,"PyTorch, Big Data, Data Analysis, AI","Product Management, Robotics","NLP Chatbot System, AI-based Energy Optimization","Big Data Hadoop, Deep Learning Specialization",Software Engineer
S03640,B.Arch,Architecture,8.32,"Revit, SketchUp, AutoCAD",Web Development,"Green Building Model, 3D City Design","Revit Professional, Autodesk AutoCAD Certification, 3DS Max Design",Architect
S03641,B.Tech,ECE,9.78,"SQL, Cloud Computing, CSS","Cybersecurity, AI","Portfolio Website, Chatbot Assistant, IoT Home Automation","Microsoft Azure Fundamentals, Google Data Analytics",AI Engineer
S03642,B.Tech,ECE,9.65,"JavaScript, C++, SQL, AutoCAD, Java",App Development,"IoT Home Automation, E-commerce Backend","Microsoft Azure Fundamentals, Google Data Analytics",Web Developer
S03643,MBA,ME,6.69,"Business Analysis, Excel, Leadership","Robotics, Pharma Research","HR Analytics, Finance Forecasting Model, Startup Business Plan","Digital Marketing Certification, Google Business Analytics",Product Manager
S03644,MBA,IT,6.07,"Excel, Project Management, SQL, Leadership, Business Analysis",App Development,"Finance Forecasting Model, HR Analytics, Startup Business Plan","Project Management Professional, Google Business Analytics",Product Manager
S03645,B.Arch,Architecture,9.67,"Revit, 3D Modeling, AutoCAD, SketchUp, Architectural Design","Web Development, AI","Urban Housing Layout, Green Building Model, Bridge Design Simulation","Autodesk AutoCAD Certification, Revit Professional, 3DS Max Design",Architect
S03646,B.Tech,ECE,6.29,"HTML, CSS, SQL, Cloud Computing, Java",IoT,"IoT Home Automation, E-commerce Backend","Google Data Analytics, Cisco Networking Basics, Microsoft Azure Fundamentals",Web Developer
S03647,B.Arch,Architecture,6.93,"Architectural Design, 3D Modeling, Urban Planning","Cybersecurity, Product Management","Green Building Model, 3D City Design, Bridge Design Simulation","Urban Design Certification, Autodesk AutoCAD Certification",Architect
S03648,M.Tech,CSE,8.22,"Deep Learning, TensorFlow, PyTorch, Research, Big Data",Urban Design,"NLP Chatbot System, AI-based Energy Optimization","Deep Learning Specialization, IBM AI Engineering",AI Engineer
S03649,MCA,Pharmacy,9.44,"Data Structures, Web Development, Python","Business Analytics, App Development","Inventory Management System, Online Exam Portal","Coursera Python for Everybody, Meta Front-End Developer, Full Stack Developer Cert",Web Developer
